label,youtube_id,time_start,time_end,split,is_cc
curling hair,ck1_Q7qBzw8,18,28,train,0
curling hair,e-cyo4LSTmg,248,258,train,0
curling hair,eRcFTR3p-ms,398,408,train,0
curling hair,f0Uj1RTeet4,156,166,train,0
curling hair,fjRK4Jirx0w,29,39,train,0
curling hair,gC7cg8rcAOQ,492,502,train,0
curling hair,ghpSPcCjuHE,75,85,train,0
curling hair,gwNMVUlBUtY,68,78,val,0
curling hair,hXYUJhy9pEA,65,75,train,0
curling hair,hhlxI6LkI0o,192,202,train,1
curling hair,hulNOSc2GrI,103,113,train,0
curling hair,i2YuJEVsLzI,347,357,train,0
curling hair,iZktWAxw4OI,169,179,train,0
curling hair,ikfnnWJnEL8,281,291,train,0
curling hair,jNMUJhFtUr8,58,68,train,0
curling hair,jUyOkobxK88,187,197,train,0
curling hair,kMTt85ogtLE,0,10,train,0
curling hair,ldcPSHsc-AU,142,152,train,0
curling hair,mKH-_dKmCCY,52,62,train,0
curling hair,mWczmEM2kmo,346,356,train,0
curling hair,nvzWb5A0J9c,377,387,train,0
curling hair,pLS8Pw6zXtM,312,322,train,0
curling hair,qbiSE6hp5X4,268,278,train,0
curling hair,qitYsQzwU2c,240,250,train,0
curling hair,rYKaa7trLyE,81,91,train,0
curling hair,raA6kyrtwPw,160,170,train,0
curling hair,rcmbsVsvrL4,965,975,train,0
curling hair,sPuO6FDupBY,145,155,train,0
curling hair,tCwxV0wCdTg,117,127,train,0
curling hair,tw4zEV1KR_k,336,346,train,0
curling hair,txFUJ7yiWCg,133,143,val,0
curling hair,ul_uYpWPihU,837,847,train,0
curling hair,v3iAh9L-p1g,543,553,train,0
curling hair,vkT8kBVWdGE,2,12,train,0
curling hair,vq-tx59qG5g,174,184,train,0
curling hair,w7itilNH0XQ,69,79,train,0
curling hair,xNQJbaKIKaM,317,327,train,0
curling hair,xNYFQE_Oxmg,203,213,train,0
curling hair,xw4M-4iiWf8,491,501,train,0
curling hair,yJ9KkUr7m-s,228,238,train,0
curling hair,yQvbt0nlj7c,160,170,train,0
curling hair,zmOw-ecUIGY,153,163,train,0
curling hair,znCd_ZPdiSc,257,267,train,0
curling hair,zt_tAaj0nU4,482,492,val,0
curling hair,zwUP0C6zoGo,329,339,train,0
deadlifting,-QcSkIaJC-s,127,137,train,0
deadlifting,1mGtXtvdmHs,114,124,train,0
deadlifting,2FaQ4vFAL_4,10,20,train,0
deadlifting,35LVJcbTNCU,0,10,train,0
deadlifting,3W6BtVGviHs,3,13,train,0
deadlifting,3iCyg8YJpC0,9,19,train,0
deadlifting,52wTNeFsjlw,3,13,train,0
deadlifting,5bB7ix6me5o,69,79,train,0
deadlifting,5bPGfRWJ6yE,4,14,train,0
deadlifting,6AkAde1qN84,8,18,train,0
deadlifting,6AkUakVhpbg,4,14,train,0
deadlifting,6PFVBWoBWMs,18,28,train,0
deadlifting,6PHIH5ZT-Mg,26,36,train,0
deadlifting,7dNTLNvDsyw,232,242,train,0
deadlifting,85H7M07QzDw,2,12,train,0
deadlifting,85LiLFN46sc,53,63,train,0
deadlifting,9GH7sh6R78g,59,69,train,0
deadlifting,9GWPODv_fl8,3,13,train,0
deadlifting,AqLaLk-JzPU,1,11,train,0
deadlifting,Aqnbh6H-FZs,2,12,train,0
deadlifting,AquG9zGOZGc,12,22,train,0
deadlifting,DVzXRWO-mqo,13,23,train,0
deadlifting,DWGGjU34NsY,0,10,train,0
deadlifting,DXFNYs9T1h0,39,49,train,0
deadlifting,DXZS78aehMM,0,10,train,0
deadlifting,ETDMaCsPPtk,0,10,train,0
deadlifting,F8BjnCjKl5I,17,27,train,0
deadlifting,FCi-XPWPdfo,2,12,train,0
deadlifting,FDa8Sb8xUog,5,15,train,0
deadlifting,HnBoPrxTX2M,3,13,train,0
deadlifting,HngBDSih3UA,3,13,train,0
deadlifting,IPe1FnYlW2k,1,11,train,0
deadlifting,IvR8dRfFDSU,69,79,val,0
deadlifting,KbP82xYX4RU,28,38,train,0
deadlifting,KbSQzfWsCuI,9,19,train,0
deadlifting,KbaVxmCQdow,3,13,train,0
deadlifting,KbaumJyJxl0,130,140,train,0
deadlifting,NnpX9QeqiKc,5,15,train,0
deadlifting,OGJfdYn-XsI,13,23,train,0
deadlifting,QaoXmn52Il0,47,57,train,0
deadlifting,RV9im2tas1Y,0,10,train,0
deadlifting,RVUBl0pQICo,8,18,train,0
deadlifting,RWCydxLTnM8,44,54,train,0
deadlifting,RtTdacljGjo,46,56,train,0
deadlifting,RtwQ94ILbpU,47,57,train,0
deadlifting,RtwS02PqOQw,63,73,train,0
deadlifting,SRUFfx2rmDM,10,20,train,0
deadlifting,SZhsWfodkjo,0,10,train,0
deadlifting,U6vxrid0hnk,14,24,train,0
deadlifting,U9zVE_D9kRI,3,13,val,0
deadlifting,UP0rcuPAVoY,16,26,train,0
deadlifting,XA0xs15KYU8,10,20,train,0
deadlifting,XAg5_LSP_Ys,37,47,train,0
deadlifting,XAnSYIurdeg,14,24,train,0
deadlifting,XAw1jEQcry8,22,32,train,0
deadlifting,XxPJmfonJok,197,207,train,0
deadlifting,XxVgxXsKHo0,30,40,train,0
deadlifting,Y9ijq6GyCC8,7,17,train,0
deadlifting,Y9kEWEBlObY,12,22,train,0
deadlifting,Z0rnIFo7kyI,7,17,train,0
deadlifting,ZnXYvS77reo,10,20,train,0
deadlifting,_VWyQqZwHCY,29,39,train,0
deadlifting,_VgUQtGxrZQ,8,18,train,0
deadlifting,aRjb5kRnNfo,1,11,train,0
deadlifting,bTZSZtsEE-8,5,15,train,0
deadlifting,br4KutXc7HA,3,13,train,0
deadlifting,br6ekMdM79E,4,14,train,0
deadlifting,brDqAMT_P_I,7,17,train,0
deadlifting,brxWqwOGjak,13,23,train,0
deadlifting,c51QGkX6Asg,2,12,train,0
deadlifting,c5_HmO4c9EA,2,12,train,0
deadlifting,f8dp7wR4GWg,3,13,val,0
deadlifting,f8nKWEMqTMM,181,191,train,0
deadlifting,hYRScFEMmVw,27,37,train,0
deadlifting,hYVLruYGGkY,40,50,train,0
deadlifting,hYgkrBFGP2A,2,12,train,0
deadlifting,hgbEKQclHXA,21,31,train,0
deadlifting,joDUaf3VolU,10,20,train,0
deadlifting,joEjz3ILMIw,2,12,train,0
deadlifting,mmG9GSS0bpA,18,28,train,0
deadlifting,oxGsPlkZwFc,11,21,train,0
deadlifting,pVq0KpTam6A,21,31,train,0
deadlifting,tBH2hXCS5QA,14,24,train,0
deadlifting,wuv8Nl7tqV0,2,12,train,0
deadlifting,wvJ_92uZkT0,4,14,train,0
deadlifting,x574Wubr44g,0,10,train,0
deadlifting,x5g1IEHwR_c,55,65,train,0
deadlifting,x5lWV3wj1y4,28,38,train,0
deadlifting,x6OI3CqSir8,12,22,train,0
deadlifting,x6r2mcWISqY,0,10,train,0
deadlifting,x6wFCJxo7mk,7,17,train,0
deadlifting,yw8H29HCaaA,7,17,train,0
deadlifting,yw_4JcysOJM,34,44,train,0
deadlifting,yxTa-_pfMPc,26,36,train,0
deadlifting,zeP8NravToA,26,36,train,0
deadlifting,zfCL4pvDtzA,20,30,train,0
deadlifting,zpnMLmtXiIU,10,20,train,0
deadlifting,zvPitfJKsGA,4,14,train,0
deadlifting,zvRFDJPhyqA,12,22,train,0
deadlifting,zvamd5T7yj8,1,11,val,0
doing nails,-78VoDdVZqI,2,12,train,0
doing nails,-TxegvM7ENM,287,297,train,0
doing nails,0evwyJfRunU,60,70,train,0
doing nails,0gZqmmgKE-o,286,296,train,0
doing nails,17rMaRp7BnY,105,115,train,0
doing nails,1NddZAGtj0g,157,167,train,0
doing nails,1bg3uptQrhA,63,73,train,0
doing nails,31KRn5aQGvI,12,22,train,0
doing nails,3XwEhzA8y0s,99,109,train,0
doing nails,4ioY-7HkLFw,100,110,train,0
doing nails,5Js8hiHLcks,15,25,train,0
doing nails,5eGZtskNW3s,7,17,train,0
doing nails,60rewwdbU3o,43,53,train,0
doing nails,7-py_l2L880,92,102,train,0
doing nails,7yvAJUd6aIQ,191,201,train,0
doing nails,8PKJJ8Gdp0o,107,117,train,0
doing nails,8Y2e3FFxZng,145,155,train,0
doing nails,9DUdNXQQzkU,56,66,val,0
doing nails,9oT9IsPa3Z0,394,404,train,0
doing nails,9xoqIeNMyns,226,236,train,0
doing nails,AGimoCxUj8Q,388,398,val,0
doing nails,AGtxRintFmE,172,182,train,0
doing nails,ALqZpLyQHLQ,19,29,train,0
doing nails,BkSf239zoI0,141,151,train,0
doing nails,C0HajPJCKJM,338,348,train,0
doing nails,CsqHBib47lU,210,220,train,0
doing nails,DSbDdYXIwlo,181,191,train,0
doing nails,DpoFpd9dT5Y,104,114,train,0
doing nails,EOY8qZLTgj0,176,186,train,0
doing nails,FAQyv_dsx2A,41,51,train,0
doing nails,FRfcfsJLeRs,265,275,train,0
doing nails,FzX1aNCg1k4,106,116,train,0
doing nails,Ga7whYvuLxA,63,73,train,0
doing nails,GxCuXItBcYg,338,348,val,0
doing nails,I_QaKOyoLBE,127,137,train,0
doing nails,IctL05l2tHw,121,131,train,0
doing nails,JBtS_fBKJQ0,148,158,train,0
doing nails,JJd9XN2UgCo,359,369,train,0
doing nails,JQNlGYlgvrU,3,13,train,0
doing nails,JW_io9rchPw,203,213,train,0
doing nails,JtKkvabFrls,113,123,train,0
doing nails,KwaPKNsqhuc,196,206,train,0
doing nails,MfAr8NVi3As,91,101,train,0
doing nails,Mnf03qKqQyg,164,174,train,0
doing nails,Mv8BGPDLUvk,13,23,train,0
doing nails,NZ15QrpHlbE,176,186,train,0
doing nails,NjOUGc0LXl0,15,25,train,0
doing nails,OAxk682qHec,51,61,train,0
doing nails,ORjaT46DuaI,77,87,train,0
doing nails,PGN4vwLLeRc,24,34,train,0
doing nails,PiT7rq3CRTU,65,75,train,0
doing nails,QDdrUXEL4TU,117,127,train,0
doing nails,QwKjQx8P30A,652,662,train,0
doing nails,R1nnhe7vfjk,181,191,train,0
doing nails,R3YzcUuhI98,13,23,train,0
doing nails,S4VmrDrb5RM,111,121,train,0
doing nails,SoMZaHe_sMo,62,72,train,0
doing nails,T0juKC6VN1Q,24,34,train,0
doing nails,TYUCQGOE2Dk,18,28,train,0
doing nails,UixL7lHSHR8,40,50,val,0
doing nails,V5oLwY1BvWw,2,12,train,0
doing nails,VUWqa0N5RlQ,210,220,train,0
doing nails,VtJmOUPQv00,54,64,train,0
doing nails,Yjq4Z3Q7Ndc,85,95,train,0
doing nails,YwYaEk2Ky6c,0,10,train,0
doing nails,ZJWeSgG-BPQ,505,515,train,0
doing nails,_AuIhEiPp6k,228,238,train,0
doing nails,aZB39qvsZq4,103,113,train,0
doing nails,bdJdw62TwcQ,10,20,train,0
doing nails,bhBSPmrXldA,508,518,train,0
doing nails,cjRKIBe9VOc,81,91,train,0
doing nails,d-hs_4nCP34,4,14,train,0
doing nails,hjnXVZ0VTQI,451,461,train,0
doing nails,hkHqKUn2EqU,1063,1073,train,0
doing nails,inE_AxwnInI,791,801,train,0
doing nails,ir8I7Pft5Rk,82,92,train,0
doing nails,kOSBJjMCztw,146,156,train,0
doing nails,laFrwXuhbTQ,10,20,train,0
doing nails,lkdct-DfePI,415,425,train,0
doing nails,mYwC33N781s,56,66,train,0
doing nails,oBotWbdKm44,24,34,train,0
doing nails,oZYNANyDCGM,446,456,train,0
doing nails,pPPpmaifiMo,23,33,train,0
doing nails,pmoSNZcO2DU,27,37,train,0
doing nails,pq6yTY6nzw8,26,36,train,0
doing nails,q-WOl8V2NV4,116,126,train,0
doing nails,qHVTHPTKmsw,9,19,train,0
doing nails,qK-42kUzpnY,11,21,train,0
doing nails,r7lV2-Lka8k,155,165,val,0
doing nails,rDdOzZSqrRk,4,14,train,0
doing nails,rs-LkULuN_c,65,75,train,0
doing nails,uUa9PElntGw,136,146,train,0
doing nails,uc_H50CGm5U,67,77,train,0
doing nails,vbxc6obXpyg,62,72,train,0
doing nails,vnF0Ds9z7OU,418,428,train,0
doing nails,xD4DE9bSkO4,8,18,train,0
doing nails,xq8Bpy2VnwI,112,122,train,0
doing nails,yuZPRzQktAM,811,821,train,0
doing nails,zKI7WHZiQPo,112,122,train,0
doing nails,zqwLUzi55dM,396,406,train,0
dribbling basketball,1NVLzNcs1hI,0,10,train,0
dribbling basketball,2_UETnj4f2M,9,19,train,0
dribbling basketball,2isHD5dHb6I,74,84,train,0
dribbling basketball,334lzoOjvFU,9,19,train,0
dribbling basketball,38vqd5APY-c,239,249,train,0
dribbling basketball,3p3ZtSNwg-I,34,44,train,0
dribbling basketball,4n22Q_S_MOc,43,53,train,0
dribbling basketball,57QP4tL12Ig,1,11,train,0
dribbling basketball,5GOKcs5kTL0,1,11,train,0
dribbling basketball,5sMVNX2__II,570,580,train,0
dribbling basketball,6Fbwd2Z2jEc,104,114,train,0
dribbling basketball,7IvRf54MUjc,94,104,train,0
dribbling basketball,8l9DHK6e66s,92,102,train,0
dribbling basketball,9D8Q3KevA6Q,0,10,train,0
dribbling basketball,9pz8IEvSLeQ,0,10,train,0
dribbling basketball,A3ILt2sLd6I,24,34,train,0
dribbling basketball,AFuaoYuuhnQ,30,40,train,0
dribbling basketball,CQNV9ZxzlGU,14,24,train,0
dribbling basketball,CeZd_K3Jup4,4,14,train,0
dribbling basketball,CjiJdgoW5Io,74,84,val,0
dribbling basketball,E-RmUOgoxN8,1,11,train,0
dribbling basketball,EYtDsNM50ow,2,12,train,0
dribbling basketball,HbmaF58Xjbw,31,41,train,0
dribbling basketball,HiE1XhWVoRI,78,88,train,0
dribbling basketball,HmlJjskzjuo,59,69,train,0
dribbling basketball,I-MNS83Ni-g,196,206,train,0
dribbling basketball,I2NxzQh-Yi8,18,28,train,0
dribbling basketball,JmzMCuAK_CY,1,11,train,0
dribbling basketball,K93B-_Zm8zo,2,12,train,0
dribbling basketball,L3Kdo6NQ5lg,0,10,train,0
dribbling basketball,LL-1iudTMss,47,57,val,0
dribbling basketball,Lk-n0h_muVU,57,67,train,0
dribbling basketball,NLAvrkkvAtg,3,13,train,0
dribbling basketball,NcQzfCd8REI,13,23,train,0
dribbling basketball,NtT5zQt0M00,2,12,train,0
dribbling basketball,OTAvYb4Fclw,5,15,val,0
dribbling basketball,Ot5OjyxZnOI,16,26,train,0
dribbling basketball,OvjryT8oLIE,19,29,train,0
dribbling basketball,Q0UhMjrEePs,20,30,train,0
dribbling basketball,SD32HXhJeqY,0,10,train,0
dribbling basketball,TSJZiVdE6ng,17,27,train,0
dribbling basketball,Tbij9zoiOVQ,0,10,train,0
dribbling basketball,To6uECFJpeg,182,192,train,0
dribbling basketball,UohAQo2_EnA,8,18,train,0
dribbling basketball,UpQf2HR6i-M,0,10,train,0
dribbling basketball,VBPfUVqRYFY,26,36,train,0
dribbling basketball,VEAiFz1sAVE,206,216,train,0
dribbling basketball,XCQyxu7aEvU,4,14,train,0
dribbling basketball,XEeQN7K8-5A,4,14,train,0
dribbling basketball,Y4cqg7jdpws,2,12,train,0
dribbling basketball,YltjQ5aUfec,115,125,train,0
dribbling basketball,Z0UkpOLPBaA,4,14,train,0
dribbling basketball,_idGSs6zEyo,5,15,train,0
dribbling basketball,aCacl2cZNzU,18,28,train,0
dribbling basketball,azXKxb028mA,88,98,train,0
dribbling basketball,bvUVhct7aSY,49,59,train,0
dribbling basketball,bwuA892wwqk,33,43,train,0
dribbling basketball,c-gj4TEFEiY,3,13,train,0
dribbling basketball,c8TvlOjbrYA,4,14,train,0
dribbling basketball,chRykXxhcmE,17,27,train,0
dribbling basketball,cj5WTG39aP4,4,14,train,0
dribbling basketball,cnPgwucgMCY,45,55,train,0
dribbling basketball,d57LLdYxcdU,0,10,train,0
dribbling basketball,djtUlXXFHU0,15,25,train,0
dribbling basketball,g5dKUaEjYoE,20,30,train,0
dribbling basketball,gxgd4axE0h0,338,348,train,0
dribbling basketball,hKvg-ebfcME,15,25,train,0
dribbling basketball,hc2MpdDXdtY,82,92,train,0
dribbling basketball,i9xBcKUygpM,17,27,train,0
dribbling basketball,iwsFsmAx0vc,6,16,train,0
dribbling basketball,j88Kp3rM3oc,27,37,train,0
dribbling basketball,kHOPAmdZRNg,1,11,train,0
dribbling basketball,kTJvNMXiijU,19,29,train,0
dribbling basketball,lCk3vraKtjg,60,70,train,0
dribbling basketball,lXgEz62vDPg,2,12,train,0
dribbling basketball,ljM6Vuad6lQ,3,13,train,0
dribbling basketball,m5yuhbW-YyA,69,79,train,0
dribbling basketball,mSbUlx5iG1E,2,12,train,0
dribbling basketball,mkJaOdreC6s,23,33,train,0
dribbling basketball,nMgclLKuQa4,3,13,train,0
dribbling basketball,oen4gQRq608,20,30,train,0
dribbling basketball,pp7f6JVqMTw,16,26,train,0
dribbling basketball,pwUDY1c8iQk,9,19,train,0
dribbling basketball,q9xMd0r_cz8,5,15,train,0
dribbling basketball,qkWxPv9nfqo,22,32,train,0
dribbling basketball,rIz__Nuq3WM,16,26,train,0
dribbling basketball,sCYrq6fjgWo,88,98,train,0
dribbling basketball,skJQj-r6G84,2,12,train,0
dribbling basketball,szBYRprjvOE,71,81,train,0
dribbling basketball,uCxrhKOhdX4,126,136,train,0
dribbling basketball,umG4Ikm5HEI,49,59,train,0
dribbling basketball,v1ocRKLg7R4,70,80,train,0
dribbling basketball,v5v-r-q5Smk,4,14,train,0
dribbling basketball,vBqHHJib9bg,9,19,train,0
dribbling basketball,vLjnTZRTIHo,0,10,train,0
dribbling basketball,wJTOt6reIpg,15,25,val,0
dribbling basketball,waDmsVUXb-g,82,92,train,0
dribbling basketball,yxvK0TSLTc0,1,11,train,0
dribbling basketball,zWz-0iOLbBY,17,27,train,0
dribbling basketball,zgGeMHQZNEs,112,122,train,0
driving tractor,0CRhKHdGQBU,221,231,train,0
driving tractor,0DuzpyFOVcw,222,232,train,0
driving tractor,0QtS3Ft9ljY,70,80,train,0
driving tractor,0t1edpIaSaY,56,66,train,0
driving tractor,2YEAFuf0yRQ,1,11,train,0
driving tractor,2pZ70Cel0HA,25,35,train,0
driving tractor,3-hMJXA18vo,45,55,train,0
driving tractor,3HhRkV397qw,4,14,train,0
driving tractor,5rCuIgKzUSE,2,12,train,0
driving tractor,5sFz96aFWzI,42,52,val,0
driving tractor,5sOLEVgV5gQ,118,128,train,0
driving tractor,6suWhAEmHEs,4,14,train,0
driving tractor,A7BlaUteFvo,9,19,train,0
driving tractor,BCrgD5DLnCQ,12,22,train,0
driving tractor,BEGxQktVYgM,23,33,train,0
driving tractor,C7vn9Ho_T10,13,23,train,0
driving tractor,CriKvLeLdkQ,17,27,train,0
driving tractor,D-oEzOLGpLw,14,24,train,0
driving tractor,EDbeJb7HD_g,1,11,train,0
driving tractor,G2MUe05YYQc,14,24,train,0
driving tractor,GjNtUzzdxoU,67,77,train,0
driving tractor,H4e_eJ5K6Y0,28,38,train,1
driving tractor,HYej8MERLws,35,45,train,0
driving tractor,IRVlsavXOoc,33,43,train,0
driving tractor,KC_knVwc7Dc,3,13,train,0
driving tractor,L1ovb_70uPQ,50,60,train,0
driving tractor,Ll9hQ625aTM,74,84,train,0
driving tractor,MLntAepYtJQ,107,117,train,0
driving tractor,MW2_C-79gAU,10,20,train,0
driving tractor,Mb7DnhNHgwQ,26,36,train,0
driving tractor,NfIRb_nt68E,28,38,train,0
driving tractor,NoTDlcr_-3c,0,10,train,1
driving tractor,OavDRqmvaxc,0,10,train,0
driving tractor,Od6KgfrB7w8,20,30,train,0
driving tractor,PIuIQ0qKfgM,18,28,train,0
driving tractor,PP0y8-mlt1o,1,11,train,0
driving tractor,PqwKdmp8oM4,213,223,train,0
driving tractor,Q-a_e2Tt9RQ,3,13,train,0
driving tractor,R09AHxLtv_U,238,248,train,0
driving tractor,R0XGMdqI66o,5,15,train,0
driving tractor,S8pGNqI90os,31,41,train,0
driving tractor,Se4z0YTAlRc,167,177,train,0
driving tractor,T7XmRT1H1YE,28,38,train,0
driving tractor,TVRq_B0Ylao,38,48,train,0
driving tractor,Td0pUzWNqh4,269,279,train,0
driving tractor,U4uvmW0AqqY,0,10,train,0
driving tractor,U6W1evOJRFw,3,13,train,0
driving tractor,UmzRsaFvhE4,592,602,train,0
driving tractor,UzVKMR2PrkU,49,59,val,0
driving tractor,WcfdM2jbo6o,17,27,train,0
driving tractor,Xuxk5jeTUHc,54,64,train,1
driving tractor,YoqoWZT7f3U,2,12,train,0
driving tractor,ZQZpGNAeI1A,43,53,train,0
driving tractor,ZZjorKHqXUg,146,156,val,0
driving tractor,ZrqSGBb9r_4,7,17,train,1
driving tractor,aCA6Mu-zFuA,41,51,train,1
driving tractor,aiEswtiaVO4,4,14,val,0
driving tractor,bgo0iUw7G9g,41,51,train,0
driving tractor,bu7frDL8HdY,113,123,train,0
driving tractor,bzo-ph2UQtw,14,24,train,0
driving tractor,dJmrHf-v4v4,2,12,train,0
driving tractor,dlhG0ntok7k,20,30,train,0
driving tractor,dthmDI7i4AQ,0,10,val,0
driving tractor,euUG_YXtRSI,51,61,train,0
driving tractor,f7um4UOwsGo,88,98,train,0
driving tractor,g--QAw3aUps,312,322,train,0
driving tractor,gy32gdp2toY,24,34,train,0
driving tractor,gyFG320A74Q,3,13,train,0
driving tractor,hHpyOHKgp9U,80,90,val,0
driving tractor,hU0Ay8J8G90,8,18,train,0
driving tractor,if2LV8EwU_M,84,94,train,0
driving tractor,ihQ8oaWnE9U,3,13,train,0
driving tractor,jmVPjASbZIg,78,88,train,0
driving tractor,l016XB-Eh9Y,26,36,train,0
driving tractor,mjrkcNBtqlE,1,11,train,0
driving tractor,oXpiRU6nApo,10,20,train,0
driving tractor,pDSYnxFYe1k,381,391,train,0
driving tractor,pg6_eaEZ7Vk,193,203,train,0
driving tractor,q2OvpWNGsck,59,69,train,0
driving tractor,qG-AUN5ig7g,80,90,train,0
driving tractor,qUYFeV6AYWc,91,101,train,0
driving tractor,q_pBbrtR48o,6,16,train,0
driving tractor,qxUlCDrzUpk,0,10,train,0
driving tractor,s550-Z2pQ1c,82,92,train,0
driving tractor,sU7Avoc5xIs,5,15,train,0
driving tractor,sWdKrXzRELA,94,104,train,0
driving tractor,tQv8oRjF39I,18,28,train,0
driving tractor,tYVeNmHtqFs,24,34,train,0
driving tractor,tepMasaDp9A,1,11,train,0
driving tractor,u3f1gaZbAJU,14,24,train,0
driving tractor,u7NBQBZy2_0,6,16,train,0
driving tractor,vKst45k6mZo,5,15,train,0
driving tractor,vor0UNvMYtU,9,19,train,0
driving tractor,wC9KOseOIMc,18,28,train,0
driving tractor,we24vFoop8k,9,19,train,0
driving tractor,wnQOc9Q5oC0,2,12,val,0
driving tractor,xII9A4HCFoU,2,12,train,0
driving tractor,xjyYAcR6UCY,65,75,train,0
driving tractor,yCO-rRMEhAE,89,99,train,0
driving tractor,yF_xTytTc1o,0,10,train,0
drop kicking,-bdYeA6gASw,14,24,train,0
drop kicking,1wYculEPr1U,1,11,train,0
drop kicking,27QMBJk_mtI,1,11,train,0
drop kicking,3enLDs8SXoc,2,12,train,0
drop kicking,4jPouNYb57w,0,10,train,0
drop kicking,5pUzceuqz-w,0,10,train,0
drop kicking,6H5LbmwhXLM,35,45,train,0
drop kicking,6v2aUBm4wWg,16,26,train,0
drop kicking,7A2LiXFnGQw,25,35,train,0
drop kicking,8k0EIf25tLU,2,12,val,0
drop kicking,9IlGynVPSpQ,6,16,train,0
drop kicking,A5Qm9e9CX-k,2,12,train,0
drop kicking,A_ZZ46MJhk4,1,11,train,0
drop kicking,BKHHwCvhUyY,1,11,train,0
drop kicking,Bnt_y7Nu5eE,2,12,train,0
drop kicking,DlqGbInqALI,0,10,train,0
drop kicking,Eg8CxzSaT9c,0,10,train,0
drop kicking,Fg_tqpZw_3M,10,20,train,0
drop kicking,GgtPb4-ou1A,22,32,train,0
drop kicking,Ie_q8hoOXM8,0,10,train,0
drop kicking,J-ERvrWTop8,11,21,train,0
drop kicking,K8HEvUZBz2U,0,10,train,0
drop kicking,KpRSWlyt8cI,1,11,train,0
drop kicking,L9u9FDE76Uw,4,14,train,0
drop kicking,Ld3rFdDF5Xo,4,14,train,0
drop kicking,MbW3tndd9gg,11,21,train,0
drop kicking,McSoBb6Glv8,1,11,train,0
drop kicking,MrXiK0JPG1w,35,45,train,0
drop kicking,Ngc4Am8VPYc,4,14,train,0
drop kicking,NkuEwfwELkk,0,10,train,0
drop kicking,O30T-bIjyew,2,12,train,0
drop kicking,PrFkbmupgbw,0,10,train,0
drop kicking,RJd2Bb-VabI,1,11,train,0
drop kicking,Riu6X_iNqxg,1,11,train,0
drop kicking,Rky6pZLnPKE,1,11,val,0
drop kicking,RpkojH5V4eE,2,12,train,0
drop kicking,Rwa1erbFqBY,3,13,train,0
drop kicking,SI2goJXLaoo,45,55,train,0
drop kicking,SnsEnfW2Evg,3,13,train,0
drop kicking,SvolUonJsw8,1,11,train,0
drop kicking,TC2u6E-p7O4,47,57,val,0
drop kicking,TVvIxyWifXk,0,10,train,0
drop kicking,Trk_YQAH9H8,8,18,train,0
drop kicking,UhIXcQb3Yac,6,16,train,0
drop kicking,VNNfdk9c0Uk,3,13,train,0
drop kicking,Vz4LcT8DUUI,0,10,train,0
drop kicking,WJKah7GGyk4,4,14,train,0
drop kicking,WaHet-OCO0s,11,21,train,0
drop kicking,XEekePKGMbE,1,11,train,0
drop kicking,XfJmtjymrOM,6,16,train,0
drop kicking,YIyigWTMfHo,6,16,train,0
drop kicking,YaAhbGJq12g,33,43,train,0
drop kicking,ZDSjrs5s05Q,16,26,train,0
drop kicking,_KfBCGIIRtc,5,15,train,0
drop kicking,_QmO7zAj63E,18,28,train,0
drop kicking,a1-Qfnez1hA,2,12,train,0
drop kicking,aCvHpoDdMF4,47,57,train,0
drop kicking,agYF2_A8nvY,1,11,train,0
drop kicking,apTHRJNcNFQ,3,13,train,0
drop kicking,bBLR4ofoaaM,2,12,train,0
drop kicking,bEQk83kkJ4s,0,10,train,0
drop kicking,bnXlDWfhLIU,5,15,train,0
drop kicking,cKaOnqG45a4,1,11,train,0
drop kicking,cLZNztuq76s,3,13,train,0
drop kicking,caJzWKtLWAM,22,32,train,0
drop kicking,eJzqGd0qt0E,4,14,train,0
drop kicking,eOLPGGqbTbY,3,13,train,0
drop kicking,ffMxgBm-w28,1,11,val,0
drop kicking,h5WQ9wvUAX0,13,23,train,0
drop kicking,i8Hr5Me_T-4,25,35,train,0
drop kicking,j0WYeqqc8CU,2,12,train,0
drop kicking,j8GN0ZO-IHw,1,11,val,0
drop kicking,jRNWCuN6WIc,0,10,train,0
drop kicking,k280-nWB3D8,1,11,train,0
drop kicking,kBpIvHz7qCg,3,13,train,0
drop kicking,kj2h4lPd43s,28,38,train,0
drop kicking,ksn4ypGuBLU,1,11,train,0
drop kicking,lcs4LsrBibg,8,18,val,0
drop kicking,mSlFuJ2hBsg,2,12,train,0
drop kicking,mao71B4iZmw,28,38,train,0
drop kicking,mfntg5_H-g8,0,10,train,0
drop kicking,mlAtn_zi0bY,3,13,train,0
drop kicking,mvFa-mcrHT0,1,11,train,0
drop kicking,nVfrN8Id9Lk,7,17,train,0
drop kicking,o0kPMJxZ6YY,4,14,train,0
drop kicking,p_Nr-_hrObU,19,29,train,0
drop kicking,q0qMiVA7ftA,5,15,train,0
drop kicking,qZ2fUWUXNF8,3,13,train,0
drop kicking,t3FKoaAEGY8,73,83,train,0
drop kicking,t84xMlhrApg,0,10,train,0
drop kicking,tWIvW0a7IUE,7,17,train,0
drop kicking,tdeKyP3j4d8,1,11,train,0
drop kicking,tsf9nhJ_o2g,1,11,train,0
drop kicking,uPI9aE_coeo,1,11,train,0
drop kicking,xHZESvGfl1M,4,14,train,0
drop kicking,xuTmy2LHn9U,2,12,train,0
drop kicking,y0ChfkJ4zDI,1,11,train,0
drop kicking,yLxWuBTlkxY,3,13,train,0
